1,2
-0.9765625,-0.3359375
0.0234375,0.6640625
0.5234375,-0.8359375
-0.4765625,0.1640625
-0.2265625,-0.5859375
0.7734375,0.4140625
0.2734375,-0.0859375
-0.7265625,0.9140625
-0.6015625,-0.9609375
0.3984375,0.0390625
0.8984375,-0.4609375
-0.1015625,0.5390625
-0.3515625,-0.2109375
0.6484375,0.7890625
0.1484375,-0.7109375
-0.8515625,0.2890625
-0.7890625,-0.6484375
0.2109375,0.3515625
0.7109375,-0.1484375
-0.2890625,0.8515625
-0.0390625,-0.3984375
0.9609375,0.6015625
0.4609375,-0.8984375
-0.5390625,0.1015625
-0.6640625,-0.0234375
0.3359375,0.9765625
0.8359375,-0.5234375
-0.1640625,0.4765625
-0.4140625,-0.7734375
0.5859375,0.2265625
0.0859375,-0.2734375
-0.9140625,0.7265625
-0.8828125,-0.8671875
0.1171875,0.1328125
0.6171875,-0.3671875
-0.3828125,0.6328125
-0.1328125,-0.1171875
0.8671875,0.8828125
0.3671875,-0.6171875
-0.6328125,0.3828125
-0.5078125,-0.4921875
0.4921875,0.5078125
0.9921875,-0.9921875
-0.0078125,0.0078125
-0.2578125,-0.7421875
0.7421875,0.2578125
0.2421875,-0.2421875
-0.7578125,0.7578125
-0.8203125,-0.1796875
0.1796875,0.8203125
0.6796875,-0.6796875
-0.3203125,0.3203125
-0.0703125,-0.9296875
0.9296875,0.0703125
0.4296875,-0.4296875
-0.5703125,0.5703125
-0.6953125,-0.5546875
0.3046875,0.4453125
0.8046875,-0.0546875
-0.1953125,0.9453125
-0.4453125,-0.3046875
0.5546875,0.6953125
0.0546875,-0.8046875
-0.9453125,0.1953125
-0.9609375,-0.6015625
0.0390625,0.3984375
0.5390625,-0.1015625
-0.4609375,0.8984375
-0.2109375,-0.3515625
0.7890625,0.6484375
0.2890625,-0.8515625
-0.7109375,0.1484375
-0.5859375,-0.2265625
0.4140625,0.7734375
0.9140625,-0.7265625
-0.0859375,0.2734375
-0.3359375,-0.9765625
0.6640625,0.0234375
0.1640625,-0.4765625
-0.8359375,0.5234375
-0.7734375,-0.4140625
0.2265625,0.5859375
0.7265625,-0.9140625
-0.2734375,0.0859375
-0.0234375,-0.6640625
0.9765625,0.3359375
0.4765625,-0.1640625
-0.5234375,0.8359375
-0.6484375,-0.7890625
0.3515625,0.2109375
0.8515625,-0.2890625
-0.1484375,0.7109375
-0.3984375,-0.0390625
0.6015625,0.9609375
0.1015625,-0.5390625
-0.8984375,0.4609375
-0.9296875,-0.0703125
0.0703125,0.9296875
0.5703125,-0.5703125
-0.4296875,0.4296875
-0.1796875,-0.8203125
0.8203125,0.1796875
0.3203125,-0.3203125
-0.6796875,0.6796875
-0.5546875,-0.6953125
0.4453125,0.3046875
0.9453125,-0.1953125
-0.0546875,0.8046875
-0.3046875,-0.4453125
0.6953125,0.5546875
0.1953125,-0.9453125
-0.8046875,0.0546875
-0.8671875,-0.8828125
0.1328125,0.1171875
0.6328125,-0.3828125
-0.3671875,0.6171875
-0.1171875,-0.1328125
0.8828125,0.8671875
0.3828125,-0.6328125
-0.6171875,0.3671875
-0.7421875,-0.2578125
0.2578125,0.7421875
0.7578125,-0.7578125
-0.2421875,0.2421875
-0.4921875,-0.5078125
0.5078125,0.4921875
0.0078125,-0.0078125
-0.9921875,0.9921875
-0.98828125,-0.00390625
0.01171875,0.99609375
0.51171875,-0.50390625
-0.48828125,0.49609375
-0.23828125,-0.75390625
0.76171875,0.24609375
0.26171875,-0.25390625
-0.73828125,0.74609375
-0.61328125,-0.62890625
0.38671875,0.37109375
0.88671875,-0.12890625
-0.11328125,0.87109375
-0.36328125,-0.37890625
0.63671875,0.62109375
0.13671875,-0.87890625
-0.86328125,0.12109375
-0.80078125,-0.94140625
0.19921875,0.05859375
0.69921875,-0.44140625
-0.30078125,0.55859375
-0.05078125,-0.19140625
0.94921875,0.80859375
